,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
209,stocktwits,RMAX,0,0,0,0,0,0,6,45557,10/27/15 4:00,10/28/15 4:00
210,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/26/15 4:00,10/27/15 4:00
211,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/24/15 4:00,10/25/15 4:00
212,stocktwits,RMAX,1.69,0,1.69,1,0,0,1,45557,10/23/15 4:00,10/24/15 4:00
213,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/22/15 4:00,10/23/15 4:00
214,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/21/15 4:00,10/22/15 4:00
215,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/20/15 4:00,10/21/15 4:00
216,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/19/15 4:00,10/20/15 4:00
217,stocktwits,RMAX,0,2.1,-2.1,0,1,0,1,45557,10/15/15 4:00,10/16/15 4:00
218,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/14/15 4:00,10/15/15 4:00
219,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/13/15 4:00,10/14/15 4:00
220,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/7/15 4:00,10/8/15 4:00
221,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/5/15 4:00,10/6/15 4:00
222,stocktwits,RMAX,0,0,0,0,0,0,1,45557,10/2/15 4:00,10/3/15 4:00
223,stocktwits,RMAX,1.5,0,1.5,1,0,0,1,45557,9/30/15 4:00,10/1/15 4:00
224,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/23/15 4:00,9/24/15 4:00
225,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/21/15 4:00,9/22/15 4:00
226,stocktwits,RMAX,0,0,0,0,0,0,2,45557,9/17/15 4:00,9/18/15 4:00
227,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/16/15 4:00,9/17/15 4:00
228,stocktwits,RMAX,0,0,0,0,0,0,2,45557,9/15/15 4:00,9/16/15 4:00
229,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/14/15 4:00,9/15/15 4:00
230,stocktwits,RMAX,2.5,0,2.5,1,0,0,3,45557,9/12/15 4:00,9/13/15 4:00
231,stocktwits,RMAX,3.04,0,3.04,1,0,0,2,45557,9/11/15 4:00,9/12/15 4:00
232,stocktwits,RMAX,1.8,0,1.8,2,0,0,5,45557,9/10/15 4:00,9/11/15 4:00
233,stocktwits,RMAX,1.37,0,1.37,1,0,0,1,45557,9/9/15 4:00,9/10/15 4:00
234,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/3/15 4:00,9/4/15 4:00
235,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/2/15 4:00,9/3/15 4:00
236,stocktwits,RMAX,0,0,0,0,0,0,1,45557,9/1/15 4:00,9/2/15 4:00
237,stocktwits,RMAX,0,0,0,0,0,0,2,45557,8/28/15 4:00,8/29/15 4:00
238,stocktwits,RMAX,0,0,0,0,0,0,4,45557,8/26/15 4:00,8/27/15 4:00
239,stocktwits,RMAX,0,0,0,0,0,0,1,45557,8/21/15 4:00,8/22/15 4:00
