,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
145,stocktwits,ANIK,2.336,1.33,1.006,10,1,10,18,8910,4/14/16,00:55.9
146,stocktwits,ANIK,0,0,0,0,0,0,2,8910,4/11/16,00:56.1
147,stocktwits,ANIK,0,3.2,-3.2,0,1,0,3,8910,4/10/16,00:53.9
148,stocktwits,ANIK,2.35,0,2.35,1,0,0,1,8910,4/7/16,00:54.7
149,stocktwits,ANIK,1.7,0,1.7,1,0,0,7,8910,4/6/16,00:53.9
150,stocktwits,ANIK,1.63,1.22,0.41,1,1,1,2,8910,4/5/16,00:57.4
151,stocktwits,ANIK,1.24,0,1.24,1,0,0,5,8910,4/4/16,00:56.1
152,stocktwits,ANIK,0,0,0,0,0,0,1,8910,4/2/16,00:56.9
153,stocktwits,ANIK,2.38,0,2.38,1,0,0,2,8910,4/1/16,00:56.4
154,stocktwits,ANIK,0,0,0,0,0,0,3,8910,3/31/16,00:57.5
155,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/28/16,00:56.8
156,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/24/16,00:55.7
157,stocktwits,ANIK,1.965,0,1.965,2,0,0,2,8910,3/23/16,00:57.5
158,stocktwits,ANIK,2.016667,0,2.016667,3,0,0,4,8910,3/22/16,00:57.9
159,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/21/16,00:57.1
160,stocktwits,ANIK,0.86,0,0.86,1,0,0,1,8910,3/18/16,00:57.4
161,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/17/16,01:03.6
162,stocktwits,ANIK,1.4,0,1.4,3,0,0,3,8910,3/11/16,01:09.8
163,stocktwits,ANIK,0,0.88,-0.88,0,1,0,5,8910,3/10/16,00:53.0
164,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/8/16,00:56.3
165,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/7/16,00:56.9
166,stocktwits,ANIK,3.38,0,3.38,1,0,0,1,8910,3/6/16,00:55.4
167,stocktwits,ANIK,0,0,0,0,0,0,1,8910,3/4/16,00:56.0
168,stocktwits,ANIK,0.51,0,0.51,1,0,0,4,8910,3/2/16,01:25.7
169,stocktwits,ANIK,2.89,0,2.89,1,0,0,1,8910,3/1/16,01:18.4
170,stocktwits,ANIK,0,0,0,0,0,0,1,8910,2/29/16,00:56.0
171,stocktwits,ANIK,0,0,0,0,0,0,1,8910,2/28/16,00:53.9
172,stocktwits,ANIK,2.516667,2.01,0.506667,3,3,1,16,8910,2/26/16,00:56.9
173,stocktwits,ANIK,1.34,2.14,-0.8,4,1,4,13,8910,2/25/16,00:55.8
174,stocktwits,ANIK,2.504,3.56,-1.056,5,1,5,19,8910,2/24/16,00:54.9
175,stocktwits,ANIK,2.47,0,2.47,2,0,0,2,8910,2/17/16,00:48.7
176,stocktwits,ANIK,2.23,0,2.23,1,0,0,2,8910,2/11/16,00:46.2
177,stocktwits,ANIK,1.95,0,1.95,1,0,0,1,8910,2/10/16,00:44.6
178,stocktwits,ANIK,0,0,0,0,0,0,1,8910,2/9/16,00:44.3
179,stocktwits,ANIK,1.903333,0,1.903333,3,0,0,4,8910,2/8/16,00:47.9
180,stocktwits,ANIK,0,0,0,0,0,0,1,8910,2/7/16 0:00,00:46.1
181,stocktwits,ANIK,0,0,0,0,0,0,1,8910,2/2/16 0:00,00:47.9
182,stocktwits,ANIK,1.9,0,1.9,1,0,0,5,8910,1/28/16 0:00,01:00.5
183,stocktwits,ANIK,0,0,0,0,0,0,1,8910,1/25/16 0:00,20:29.1
184,stocktwits,ANIK,0,0,0,0,0,0,1,8910,1/11/16 5:00,00:00.0
185,stocktwits,ANIK,0,0,0,0,0,0,2,8910,1/6/16 5:00,00:00.0
186,stocktwits,ANIK,0,0,0,0,0,0,1,8910,1/5/16 5:00,00:00.0
187,stocktwits,ANIK,0,0,0,0,0,0,2,8910,12/30/15 5:00,00:00.0
188,stocktwits,ANIK,0,0,0,0,0,0,1,8910,12/29/15 5:00,00:00.0
189,stocktwits,ANIK,0,0,0,0,0,0,1,8910,12/20/15 5:00,00:00.0
190,stocktwits,ANIK,2.22,0,2.22,1,0,0,1,8910,12/19/15 5:00,00:00.0
191,stocktwits,ANIK,2.28,0,2.28,1,0,0,2,8910,12/17/15 5:00,00:00.0
192,stocktwits,ANIK,1.37,0,1.37,2,0,0,2,8910,12/15/15 5:00,00:00.0
